A549	hindiii&nhel??
HeLa_Kyoto_MboI_G1_Snyc_STAG1_Depleted	mboi
HeLa_Kyoto_MboI_G1_Snyc_STAG2_Depleted	mboi
HeLa_MboI_G1_Snyc	mboi
HepG2	hindiii&nhel??
HL60S4_14_Pore	mboi
HL60S4_5_Pore	mboi
HL60S4	mboi
Nalm6	mboi
T47D	hindiii
test_copy	hindiii
test_short	hindiii
